ACCx angle,ACCy angle,GRYx Angle,GRYy Angle,GRYz Angle,CFangleX Angle,CFangleY Angle,kalmanX,kalmanY
206.5650529325332,183.16728881776552,19.26642222225,53.69000000000007,-19.950000000000014,206.01659065404974,183.64986327994723,206.5612263648371,183.16772913376684
216.86989948887307,182.70487753841954,19.47698421375,54.39000000000007,-20.090000000000014,212.61280075154372,183.3628718350306,216.851578560917,182.70573508610534
212.47119409649596,182.4797653425879,19.61735887475,55.30000000000007,-20.440000000000015,212.58398662291506,183.19700793956497,212.50154255786148,182.47969255720145
206.5650529325332,183.17983167658443,19.933201862,55.72000000000007,-20.650000000000016,209.09896360358596,183.35470218177664,206.56787231266594,183.1770184027504
208.30075753621216,182.92990619520597,20.1437638535,56.35000000000007,-21.070000000000018,208.70426475976168,183.35182458983422,208.28571116831628,182.9321946786176
208.30075753621216,182.9414665486056,20.38941951025,57.120000000000076,-21.21000000000002,208.56042268833198,183.41360976509705,208.3043421746218,182.94120237480544
203.19859224049415,183.16728881776552,20.67016883225,58.03000000000007,-21.28000000000002,205.45562414842928,183.62981719669813,203.20788248829362,183.16715466315546
203.19859224049415,183.16728881776552,20.915824489,59.01000000000007,-21.70000000000002,204.19966726636818,183.74430016933857,203.18935672129155,183.16781339418378
203.19859224049415,183.16728881776552,21.09129281525,59.78000000000007,-21.84000000000002,203.66920958134375,183.70609335839475,203.1986246452343,183.16691973077388
210.25643895035506,182.71555277600677,21.30185480675,60.620000000000076,-22.050000000000022,207.70577199935053,183.44776900896196,210.24476245591867,182.71642718528048
204.77514230907593,182.9414665486056,21.51241679825,61.18000000000008,-22.400000000000023,206.03161898178575,183.36798753274815,204.795647416479,182.9399014233249
203.19859224049415,183.1424973334757,21.828259785500002,62.090000000000074,-22.680000000000025,204.4581401319108,183.59669341318465,203.19226067460497,183.14311422643257
206.5650529325332,183.16728881776552,22.07391544225,63.00000000000007,-22.750000000000025,205.82055007498423,183.70305065593317,206.55745919629777,183.16754998649057
203.19859224049415,183.15484442129983,22.284477433750002,63.840000000000074,-22.680000000000025,204.33160017089017,183.71012691515318,203.20871776446225,183.15479001071847
203.19859224049415,183.16728881776552,22.495039425250003,64.54000000000008,-22.820000000000025,203.73602020925256,183.66442405672058,203.19353973928108,183.16705022508057
201.25050721742377,184.15128683139764,22.881069743,65.45000000000007,-23.240000000000027,202.39912454125528,184.3205417215268,201.25358206678328,184.15021539777675
208.30075753621216,182.95311840828074,23.161819065,66.64000000000007,-23.800000000000026,206.0524040670294,183.97608773357916,208.28818394451167,182.9565255018217
201.8014112013241,183.3930126276206,23.547849382749998,67.27000000000007,-23.870000000000026,203.65622047470623,183.87824267000403,201.8199354270008,183.39000724074526
203.19859224049415,183.15484442129983,23.86369237,68.18000000000006,-24.290000000000028,203.50798072907898,183.8082037207815,203.18787427447637,183.15614444288573
204.77514230907593,182.9414665486056,24.03916069625,68.95000000000006,-24.71000000000003,204.33846500757716,183.59616141747597,204.77489744274683,182.9412378390026
208.30075753621216,182.9414665486056,24.31991001825,69.58000000000006,-24.99000000000003,206.82814025355816,183.45534449615374,208.2984840019005,182.94102977756788
201.8014112013241,183.3796853417413,24.6357530055,70.00000000000006,-25.20000000000003,203.93844001711773,183.57794900350626,201.81364533131176,183.3789073556192
204.77514230907593,182.9414665486056,24.916502327499998,70.63000000000005,-25.620000000000033,204.55276112109266,183.44805953056584,204.76368901908842,182.94276547098798
204.77514230907593,182.9414665486056,25.267438979999998,71.54000000000005,-26.040000000000035,204.82656449488263,183.50810374138968,204.7788372394105,182.94126269524034
221.6335412200822,182.0373322438308,25.58328196725,72.38000000000005,-26.460000000000036,215.0370877249024,182.96164084285437,221.6144489966046,182.03827447809044
199.65382575477474,183.16728881776552,25.79384395875,73.22000000000006,-26.740000000000038,205.8913553394258,183.42102962780106,199.69678037753818,183.16503404204278
203.19859224049415,183.16728881776552,26.074593280749998,74.20000000000006,-26.880000000000038,204.3879972088668,183.66078514177974,203.1705236059975,183.16869108634725
203.19859224049415,183.17983167658443,26.320248937499997,74.90000000000006,-27.09000000000004,203.77261649054321,183.65221306266255,203.202701085768,183.17950337846307
201.03751273390225,182.92990619520597,26.530810928999998,75.46000000000006,-27.02000000000004,202.21577903315864,183.4428289421886,201.03965661039447,182.93003593182985
211.60750404455644,182.90705573271734,26.881747581499997,75.88000000000007,-27.37000000000004,207.99118870099733,183.28936501650585,211.59482693750613,182.90668548338303
201.03751273390225,182.92990619520597,27.092309572999998,76.65000000000006,-27.72000000000004,203.90320791734027,183.3816897237259,201.05832722313878,182.93021076277242
204.77514230907593,182.9414665486056,27.373058894999996,77.42000000000006,-27.72000000000004,204.53866828118166,183.42555581865372,204.76115096692308,182.94147279329422
196.6992459056061,184.62923651683528,27.688901882249997,78.26000000000006,-27.860000000000042,199.9613520507363,184.48376423756264,196.71057709896067,184.62772804309085
198.43495050928504,184.13467293857116,28.004744869499998,78.75000000000006,-28.280000000000044,199.17184832076555,184.47030945816775,198.42576795425177,184.13638043583663
200.55604692397225,183.6473872131505,28.250400526249997,79.66000000000005,-28.420000000000044,200.10062974538957,184.3405561111574,200.5557737134775,183.6477323682263
199.65382575477474,183.15484442129983,28.496056182999997,80.08000000000006,-28.700000000000045,199.93080961372067,183.79712909724287,199.6564987453193,183.15441085955274
208.30075753621216,182.9414665486056,28.776805504999995,80.85000000000005,-28.700000000000045,205.06507809601555,183.5917315680605,208.292518446217,182.94153412028692
204.77514230907593,182.9414665486056,28.987367496499996,81.20000000000005,-28.770000000000046,204.97534142045177,183.34157255638758,204.7854801153889,182.94093146817343
205.01689522039848,183.3796853417413,29.233023153249995,82.18000000000005,-29.050000000000047,205.0985359631198,183.7564402275998,205.01365664555368,183.37985210886723
198.43495050928504,183.40644531364077,29.548866140499996,82.67000000000004,-29.260000000000048,201.22672188571892,183.7424432792244,198.44057326000217,183.4063795797985
203.19859224049415,183.15484442129983,29.934896458249995,83.58000000000004,-29.47000000000005,202.56425622568406,183.75388396446965,203.18956429298427,183.1553992575122
199.65382575477474,183.15484442129983,30.320926775999993,84.35000000000004,-29.68000000000005,200.97241007023848,183.70246023856777,199.66041836470953,183.1545315561786
205.01689522039848,183.3796853417413,30.496395102249995,85.12000000000003,-30.10000000000005,203.4692884908345,183.81679530047188,205.0098536694083,183.37951835575146
203.19859224049415,183.15484442129983,30.777144424249993,85.82000000000004,-30.310000000000052,203.4191704694303,183.69962477296866,203.20413726377438,183.15513081822246
201.8014112013241,183.3796853417413,30.987706415749994,86.66000000000004,-30.450000000000053,202.5327397051666,183.84366111423225,201.80097306384604,183.37945430961778
209.74488307942065,183.16728881776552,31.268455737749992,87.29000000000003,-30.800000000000054,206.972325458519,183.68983773635222,209.73822571771498,183.1674553144604
218.65981011233038,182.2457441146771,31.619392390249992,87.99000000000004,-31.150000000000055,214.12519091180582,183.10338156334717,218.65927426258935,182.246290856966
206.5650529325332,183.16728881776552,31.97032904274999,88.69000000000004,-31.290000000000056,209.72948278524225,183.4217259159982,206.5795904549086,183.16600640815773
204.77514230907593,182.9414665486056,32.14579736899999,89.53000000000004,-31.570000000000057,206.82706583004247,183.46957029556262,204.7678195345265,182.94235833459683
208.30075753621216,182.9414665486056,32.356359360499994,90.02000000000004,-31.710000000000058,207.7955056503443,183.3487080473884,208.2973392772674,182.94107102135519
206.5650529325332,183.16728881776552,32.53182768674999,90.86000000000004,-31.99000000000006,207.12742135015765,183.57585650961468,206.5685225934114,183.16737512442322
208.61046143880296,182.48955447285314,32.74238967824999,91.56000000000004,-32.20000000000006,208.10147019994483,183.20407528755777,208.60801035167012,182.4900433317499
209.74488307942065,183.17983167658443,32.91785800449999,92.47000000000004,-32.55000000000006,209.1577052581303,183.55352912097376,209.7454677874878,183.17909516780745
203.19859224049415,183.16728881776552,33.19860732649999,93.17000000000004,-32.97000000000006,205.6945371763486,183.60178493904883,203.20340172862993,183.16760387037888
201.03751273390225,182.95311840828074,33.37407565274999,94.01000000000005,-33.250000000000064,202.9705098413808,183.54858502058798,201.03471594870112,182.95332194849328
204.77514230907593,182.92990619520597,33.654824974749985,94.57000000000005,-33.670000000000066,204.16558905079788,183.40137772535877,204.77172122334207,182.92962206108402
203.19859224049415,183.15484442129983,34.040855292499984,95.41000000000005,-34.02000000000007,203.73980309171566,183.5894577429234,203.20181955264346,183.1548669584886
206.5650529325332,183.19247416975966,34.251417283999984,96.18000000000005,-34.37000000000007,205.5191777928062,183.65926759902516,206.56206088294948,183.1925416079413
203.19859224049415,183.15484442129983,34.60235393649999,96.88000000000005,-34.72000000000007,204.26720112241895,183.63661369238997,203.2025236610417,183.1548464525735
199.65382575477474,183.1424973334757,34.91819692374999,97.44000000000005,-35.07000000000007,201.62551309673242,183.5641438770414,199.65385298806356,183.14240528269866
203.19859224049415,183.16728881776552,35.16385258049999,98.35000000000005,-35.21000000000007,202.66762284568944,183.69003084147587,203.19467273216077,183.16746123903124
201.03751273390225,182.9414665486056,35.47969556774999,98.84000000000005,-35.21000000000007,201.81589397351712,183.43689226575373,201.04067284214702,182.94137314292615
206.5650529325332,183.16728881776552,35.76044488974999,99.54000000000005,-35.35000000000007,204.7776890777268,183.55513019696082,206.56092727307913,183.16716218815003
203.19859224049415,183.17983167658443,36.111381542249994,99.96000000000005,-35.770000000000074,203.9706056363872,183.49795108473498,203.2033085498808,183.1797987264322
204.77514230907593,182.9414665486056,36.39213086424999,100.73000000000005,-36.260000000000076,204.56562736880045,183.47206036305735,204.7725167563393,182.94177445629867
204.77514230907593,182.92990619520597,36.56759919049999,101.29000000000005,-36.54000000000008,204.76152366346574,183.37076786234653,204.77591522297527,182.92968231032617
208.30075753621216,182.95311840828074,36.74306751674999,101.99000000000005,-36.68000000000008,206.9552513176136,183.40017818990705,208.2990032191486,182.9531733111588
203.19859224049415,183.1424973334757,36.88344217774999,102.90000000000005,-37.10000000000008,204.75740573574194,183.60956967604824,203.20280045151463,183.1425180717125
195.9453975661289,183.15484442129983,37.26947249549999,103.53000000000004,-37.59000000000008,199.62461296107412,183.5887345231992,195.94649217471192,183.1547947680394
210.25643895035506,182.71555277600677,37.55022181749999,104.23000000000005,-38.01000000000008,206.11600828344268,183.34482547488375,210.24620037090867,182.7157994893504
205.01689522039848,183.3796853417413,37.79587747424999,105.21000000000005,-38.220000000000084,205.55480270831617,183.75774139499828,205.02608862325545,183.37929983883936
199.98310822141974,182.48955447285314,38.07662679624999,106.05000000000005,-38.640000000000086,202.32408574497833,183.33282924171118,199.98291667252877,182.49020574748906
202.38013677185006,183.9531810650896,38.42756344874999,106.75000000000006,-38.85000000000009,202.49809102210136,183.98504033573823,202.37682280756826,183.95205072129113
195.9453975661289,183.15484442129983,38.70831277074999,107.59000000000006,-39.06000000000009,198.67877467731788,183.82292278707519,195.949321873126,183.15592276845945
201.8014112013241,183.3930126276206,38.98906209274999,108.43000000000006,-39.41000000000009,200.6646563205216,183.90097669140243,201.79600036838391,183.39254723989063
208.30075753621216,182.9414665486056,39.23471774949999,109.41000000000007,-39.69000000000009,205.34457931263594,183.7172706057243,208.30053238019158,182.94182846899645
203.19859224049415,183.15484442129983,39.585654401999996,109.76000000000006,-39.97000000000009,204.19736173035085,183.51981489506963,203.2035520883357,183.15429203234842
210.25643895035506,182.71555277600677,39.796216393499996,110.32000000000006,-40.25000000000009,207.91703285895338,183.2612576236319,210.25124916187556,182.71591915422897
199.44003652308075,183.82904785673398,40.076965715499995,111.23000000000006,-40.670000000000094,202.9431347862298,183.96593176349313,199.44746895086715,183.82854953432022
219.80557296024253,182.71555277600677,40.32262137225,111.79000000000006,-40.880000000000095,213.15885995333744,183.4397043710013,219.79285085010775,182.71631833067005
204.77514230907593,182.92990619520597,40.6384643595,112.49000000000007,-41.3700000000001,208.25496656168053,183.4138254655241,204.78943731495133,182.92942336553807
203.19859224049415,183.16728881776552,40.95430734675,113.19000000000007,-41.6500000000001,205.34747916386868,183.54590347686894,203.19313640421856,183.16728534438587
199.65382575477474,183.16728881776552,41.129775673,113.82000000000006,-42.0700000000001,202.00147444891232,183.5707346814069,199.65459417340767,183.16735387226913
204.77514230907593,182.9414665486056,41.37543132975,114.66000000000007,-42.5600000000001,203.7639374277105,183.52917380172613,204.77185375876857,182.9416321364653
209.74488307942065,183.20521748794945,41.6210869865,115.36000000000007,-42.7000000000001,207.45076708143657,183.61480001346013,209.74497921787813,183.20497856956226
216.86989948887307,182.71555277600677,42.00711730425,115.85000000000007,-42.8400000000001,213.25665865299845,183.2712516709881,216.86915207107705,182.71575715859305
203.19859224049415,183.16728881776552,42.393147622,116.34000000000006,-43.050000000000104,207.3762309325959,183.40487395905456,203.20620775951306,183.16694214572007
205.01689522039848,183.40644531364077,42.638803278750004,116.97000000000006,-43.260000000000105,206.05889176797746,183.65781677180627,205.0111684868209,183.40657649066085
203.19859224049415,183.15484442129983,42.954646266000005,117.60000000000005,-43.610000000000106,204.46904924638747,183.6080333615024,203.19997507542263,183.1550175530915
203.19859224049415,183.15484442129983,43.270489253250005,118.09000000000005,-43.96000000000011,203.8331122377515,183.53211999738087,203.19794031134793,183.15470499367913
200.55604692397225,183.562456143692,43.51614491000001,118.65000000000005,-44.17000000000011,201.96513531218395,183.77432168516754,200.55694397320343,183.5623408977767
205.2011253893392,183.90570069996102,43.83198789725001,119.28000000000004,-44.38000000000011,204.0330665533771,184.1051490940436,205.1986521704088,183.90574793329031
203.19859224049415,183.15484442129983,44.04254988875001,119.98000000000005,-44.59000000000011,203.61660676224733,183.81496629039734,203.20082288243248,183.155235823661
204.77514230907593,182.9414665486056,44.28820554550001,120.75000000000004,-45.15000000000011,204.4099903530445,183.5988664453223,204.7739405359157,182.94130679166022
204.77514230907593,182.9414665486056,44.604048532750014,121.31000000000004,-45.570000000000114,204.75541872156336,183.42842650729227,204.7756948965101,182.94132948960083
206.5650529325332,183.15484442129983,44.919891520000014,122.01000000000005,-45.850000000000115,205.96753644304528,183.5442772556968,206.5644682660671,183.15482229460778
203.19859224049415,183.15484442129983,45.16554717675002,122.57000000000005,-46.060000000000116,204.4044321842146,183.53461755505862,203.20022171396954,183.1548681298814
203.19859224049415,183.15484442129983,45.446296498750016,123.20000000000005,-46.48000000000012,203.79322794678234,183.55875367480334,203.19752500863277,183.15486620856495
206.5650529325332,182.71555277600677,45.76213948600002,123.97000000000004,-46.97000000000012,205.58266013313286,183.3608331355254,206.56402877933448,182.71573259488494
203.19859224049415,183.15484442129983,45.97270147750002,124.81000000000004,-47.39000000000012,204.2364441941496,183.57323990699007,203.2006374510087,183.1545943273926
203.19859224049415,183.16728881776552,46.358731795250016,125.44000000000004,-47.74000000000012,203.76814514905635,183.58166925345535,203.19760349530543,183.16735720068556
208.30075753621216,182.92990619520597,46.534200121500014,126.07000000000004,-47.950000000000124,206.55789991184986,183.44261141850572,208.29917916598868,182.92998022277834
204.77514230907593,182.9414665486056,46.77985577825002,126.63000000000004,-48.160000000000124,205.5865076128855,183.36592449656564,204.77772768787315,182.94137156039304
203.19859224049415,183.16728881776552,46.99041776975002,127.26000000000003,-48.440000000000126,204.23798318605068,183.49874308928557,203.1979862321181,183.16724777538616
194.03624511690793,183.562456143692,47.09569876550002,128.03000000000003,-48.72000000000013,198.15905274286504,183.84497092192942,194.03840416918095,183.56244816775015
208.61046143880296,182.48955447285314,47.34135442225002,128.59000000000003,-49.00000000000013,204.52816022312777,183.25572105248364,208.60373093021963,182.48991218934756
210.25643895035506,182.71555277600677,47.51682274850002,129.43000000000004,-49.07000000000013,208.03531478996416,183.2676200865975,210.26012013538602,182.7152629047745
206.5650529325332,183.19247416975966,47.86775940100002,130.06000000000003,-49.28000000000013,207.2935323365056,183.4745325364948,206.56654419915176,183.19234935235087
203.19859224049415,183.16728881776552,48.14850872300002,130.97000000000003,-49.56000000000013,204.9488680076987,183.65418630525724,203.19846721025394,183.16750442897015
206.5650529325332,182.70487753841954,48.42925804500002,131.81000000000003,-49.77000000000013,206.0308786913994,183.42060104515463,206.5632322328202,182.70497465224219
203.62937946116375,183.67660344773086,48.67491370175002,132.72000000000003,-50.05000000000013,204.68824141595803,183.93820248670036,203.63107365750344,183.67623776481608
205.01689522039848,183.3796853417413,48.85038202800002,133.63000000000002,-50.400000000000134,204.9556210291223,183.9670921997249,205.0157178712113,183.38002413913048
208.30075753621216,182.95311840828074,49.16622501525002,134.47000000000003,-50.470000000000134,207.08904012827622,183.69470792485842,208.30031119255517,182.95313054408487
204.77514230907593,182.92990619520597,49.44697433725002,134.96000000000004,-50.750000000000135,205.81300116555605,183.43182688706696,204.77689367902605,182.92971176611522
208.30075753621216,182.9414665486056,49.79791098975002,135.59000000000003,-51.38000000000014,207.44602964894972,183.38961068399016,208.29896117422498,182.941495354693
204.77514230907593,182.9414665486056,50.07866031175002,136.50000000000003,-51.66000000000014,205.95579697382544,183.48472420275942,204.77691780516244,182.9415397046505
198.43495050928504,183.35334205251266,50.39450329900002,137.27000000000004,-52.01000000000014,201.5696262900012,183.71389491261135,198.4356418791233,183.35320398538346
201.03751273390225,182.9414665486056,50.640158955750024,138.18000000000004,-52.57000000000014,201.34862041904182,183.6144378942079,201.03528882062247,182.94170493748794
206.5650529325332,183.15484442129983,50.92090827775002,138.95000000000005,-52.78000000000014,204.59077965593667,183.64668181046306,206.56437277847985,183.15465603145938
204.77514230907593,182.9414665486056,51.09637660400002,139.44000000000005,-52.990000000000144,204.77158457832024,183.4195526533486,204.77688262471918,182.94150364872795
208.30075753621216,182.9414665486056,51.30693859550002,140.42000000000004,-53.340000000000146,206.97331314965538,183.5247009905028,208.29948600344042,182.94153192844846
195.9453975661289,183.15484442129983,51.48240692175002,141.05000000000004,-53.550000000000146,200.4267511300395,183.554787048981,195.94913091469456,183.1547114631055
